niveau1,vondstnummer
Personal Artefacts & Clothing,NZR2.00413MTL027
Personal Artefacts & Clothing,NZR2.00413MTL028
Communication & Exchange,NZR2.00413MTL030
Distribution & Transport,NZR2.00413MTL032
Distribution & Transport,NZR2.00413MTL034
Personal Artefacts & Clothing,NZR2.00413MTL035
Buildings & Structures,NZR2.00413STN005
Interiors & Accessories,NZR2.00413TW001
Personal Artefacts & Clothing,NZR2.00413TW002
Interiors & Accessories,NZR2.00413TW003
Craft & Industry,NZR2.00413TXT002
Personal Artefacts & Clothing,NZR2.00413TXT003
Personal Artefacts & Clothing,NZR2.00413TXT006
Craft & Industry,NZR2.00413TXT007
Distribution & Transport,NZR2.00414MTL002
Distribution & Transport,NZR2.00414MTL004
Personal Artefacts & Clothing,NZR2.00415MA001
Personal Artefacts & Clothing,NZR2.00415MA002
Interiors & Accessories,NZR2.00415TW001
Personal Artefacts & Clothing,NZR2.00416MA001
Personal Artefacts & Clothing,NZR2.00416MA002
Personal Artefacts & Clothing,NZR2.00417MA001
Personal Artefacts & Clothing,NZR2.00417MA002
Food Processing & Consumption,NZR2.00418CER006
Food Processing & Consumption,NZR2.00418CER025
Food Processing & Consumption,NZR2.00418CER051
Food Processing & Consumption,NZR2.00418CER088
Food Processing & Consumption,NZR2.00418CER095
Food Processing & Consumption,NZR2.00418CER104
Food Processing & Consumption,NZR2.00418CER124
Craft & Industry,NZR2.00418CER225
Food Processing & Consumption,NZR2.00418CER235
Food Processing & Consumption,NZR2.00418CER239
Food Processing & Consumption,NZR2.00418CER260
Food Processing & Consumption,NZR2.00418CER274
Food Processing & Consumption,NZR2.00418CER279
Food Processing & Consumption,NZR2.00418CER280
Craft & Industry,NZR2.00418CER288
Food Processing & Consumption,NZR2.00418CER290
Craft & Industry,NZR2.00418FAU009-gw
Craft & Industry,NZR2.00418FAU010-gw
Craft & Industry,NZR2.00418FAU013-gw
Craft & Industry,NZR2.00418FAU014-gw
Craft & Industry,NZR2.00418FAU015-gw
Craft & Industry,NZR2.00418FAU016-gw
Craft & Industry,NZR2.00418FAU017-gw
Craft & Industry,NZR2.00418FAU020-gw
Food Processing & Consumption,NZR2.00418GLS030
Food Processing & Consumption,NZR2.00418HK001
Personal Artefacts & Clothing,NZR2.00418LEE004
Personal Artefacts & Clothing,NZR2.00418LEE009
Food Processing & Consumption,NZR2.00418MTL008
Personal Artefacts & Clothing,NZR2.00418MTL009
Communication & Exchange,NZR2.00418MTL011
Food Processing & Consumption,NZR2.00418MTL012
Distribution & Transport,NZR2.00418MTL018
Personal Artefacts & Clothing,NZR2.00418STN004
Interiors & Accessories,NZR2.00418TW001
Interiors & Accessories,NZR2.00418TW002
Personal Artefacts & Clothing,NZR2.00418TW003
Personal Artefacts & Clothing,NZR2.00418TXT002
Personal Artefacts & Clothing,NZR2.00418TXT003
Personal Artefacts & Clothing,NZR2.00418TXT004
Craft & Industry,NZR2.00418TXT005
Interiors & Accessories,NZR2.00419TW001
Craft & Industry,NZR2.00420CER019
Food Processing & Consumption,NZR2.00420CER021
Food Processing & Consumption,NZR2.00420CER022
Food Processing & Consumption,NZR2.00420CER023
Food Processing & Consumption,NZR2.00420HK001
Personal Artefacts & Clothing,NZR2.00420LEE001
Food Processing & Consumption,NZR2.00421CER003
Food Processing & Consumption,NZR2.00421CER035
Food Processing & Consumption,NZR2.00421CER036
Food Processing & Consumption,NZR2.00421CER037
Food Processing & Consumption,NZR2.00421HT001
Food Processing & Consumption,NZR2.00422CER024
Food Processing & Consumption,NZR2.00422CER035
Food Processing & Consumption,NZR2.00422CER066
Food Processing & Consumption,NZR2.00422CER067
Food Processing & Consumption,NZR2.00422CER089
Food Processing & Consumption,NZR2.00422CER101
Food Processing & Consumption,NZR2.00422CER103
Food Processing & Consumption,NZR2.00422CER104
Food Processing & Consumption,NZR2.00422CER139
Food Processing & Consumption,NZR2.00422CER161
Food Processing & Consumption,NZR2.00422CER180
Craft & Industry,NZR2.00422CER189
Food Processing & Consumption,NZR2.00422CER215
Food Processing & Consumption,NZR2.00422CER217
Food Processing & Consumption,NZR2.00422CER218
Food Processing & Consumption,NZR2.00422CER219
Food Processing & Consumption,NZR2.00422CER224
Food Processing & Consumption,NZR2.00422CER225
Food Processing & Consumption,NZR2.00422CER229
Games & Recreation,NZR2.00422FAU002-gw
Craft & Industry,NZR2.00422FAU008-gw
Craft & Industry,NZR2.00422FAU011-gw
Craft & Industry,NZR2.00422FAU015-gw
Craft & Industry,NZR2.00422FAU016-gw
Craft & Industry,NZR2.00422FAU017-gw
Craft & Industry,NZR2.00422FAU020-gw
Craft & Industry,NZR2.00422FAU021-gw
Personal Artefacts & Clothing,NZR2.00422HT004
Interiors & Accessories,NZR2.00422HT007
Food Processing & Consumption,NZR2.00422HT011
Personal Artefacts & Clothing,NZR2.00422LEE039
Personal Artefacts & Clothing,NZR2.00422MTL006
Personal Artefacts & Clothing,NZR2.00422MTL007
Personal Artefacts & Clothing,NZR2.00422MTL031
Communication & Exchange,NZR2.00422MTL044
Communication & Exchange,NZR2.00422MTL045
Distribution & Transport,NZR2.00422MTL046
Distribution & Transport,NZR2.00422MTL047
Distribution & Transport,NZR2.00422MTL048
Distribution & Transport,NZR2.00422MTL050
Distribution & Transport,NZR2.00422MTL051
Personal Artefacts & Clothing,NZR2.00422STN003
Interiors & Accessories,NZR2.00422TW001
Craft & Industry,NZR2.00422TXT001
Craft & Industry,NZR2.00422TXT002
Personal Artefacts & Clothing,NZR2.00422TXT003
Craft & Industry,NZR2.00422TXT004
Craft & Industry,NZR2.00422TXT007
Food Processing & Consumption,NZR2.00424CER029
Food Processing & Consumption,NZR2.00424CER033
Food Processing & Consumption,NZR2.00424CER051
Food Processing & Consumption,NZR2.00424CER062
Food Processing & Consumption,NZR2.00424CER067
Food Processing & Consumption,NZR2.00424CER068
Craft & Industry,NZR2.00424CER069
Distribution & Transport,NZR2.00424CER070
Craft & Industry,NZR2.00424FAU003-gw
Food Processing & Consumption,NZR2.00425CER017
Food Processing & Consumption,NZR2.00425CER018
Food Processing & Consumption,NZR2.00425CER040
Food Processing & Consumption,NZR2.00425CER045
Food Processing & Consumption,NZR2.00425CER053
Food Processing & Consumption,NZR2.00425CER054
Craft & Industry,NZR2.00425CER055
Games & Recreation,NZR2.00425FAU003-gw
Craft & Industry,NZR2.00425FAU005-gw
Craft & Industry,NZR2.00425FAU010-gw
Craft & Industry,NZR2.00425FAU011-gw
Craft & Industry,NZR2.00425FAU013-gw
Personal Artefacts & Clothing,NZR2.00425LEE006
Distribution & Transport,NZR2.00425MTL002
Buildings & Structures,NZR2.00425STN001
Food Processing & Consumption,NZR2.00426CER024
Food Processing & Consumption,NZR2.00426CER032
Food Processing & Consumption,NZR2.00427CER032
Craft & Industry,NZR2.00427FAU001-gw
Food Processing & Consumption,NZR2.00428CER005
Food Processing & Consumption,NZR2.00428CER052
Food Processing & Consumption,NZR2.00428CER056
Food Processing & Consumption,NZR2.00428CER143
Food Processing & Consumption,NZR2.00428CER144
Food Processing & Consumption,NZR2.00428CER154
Food Processing & Consumption,NZR2.00428CER155
Food Processing & Consumption,NZR2.00428CER156
Food Processing & Consumption,NZR2.00428CER158
Food Processing & Consumption,NZR2.00428CER159
Craft & Industry,NZR2.00428FAU007-gw
Craft & Industry,NZR2.00428FAU008-gw
Craft & Industry,NZR2.00428FAU009-gw
Craft & Industry,NZR2.00428FAU010-gw
Craft & Industry,NZR2.00428FAU012-gw
Craft & Industry,NZR2.00428FAU013-gw
Food Processing & Consumption,NZR2.00428HK001
Distribution & Transport,NZR2.00428MTL002
Personal Artefacts & Clothing,NZR2.00428TXT001
Personal Artefacts & Clothing,NZR2.00428TXT003
Food Processing & Consumption,NZR2.00429CER068
Craft & Industry,NZR2.00429CER113
Food Processing & Consumption,NZR2.00429CER139
Food Processing & Consumption,NZR2.00429CER150
Food Processing & Consumption,NZR2.00429CER151
Food Processing & Consumption,NZR2.00429CER155
Food Processing & Consumption,NZR2.00429CER157
Craft & Industry,NZR2.00429FAU002-gw
Craft & Industry,NZR2.00429FAU003-gw
Craft & Industry,NZR2.00429FAU004-gw
Craft & Industry,NZR2.00429FAU005-gw
Craft & Industry,NZR2.00429FAU007-gw
Craft & Industry,NZR2.00429FAU008-gw
Craft & Industry,NZR2.00429FAU013-gw
Personal Artefacts & Clothing,NZR2.00429LEE001
Personal Artefacts & Clothing,NZR2.00429LEE002
Personal Artefacts & Clothing,NZR2.00429LEE025
Buildings & Structures,NZR2.00429STN001
Personal Artefacts & Clothing,NZR2.00429TXT001
Personal Artefacts & Clothing,NZR2.00429TXT003
Food Processing & Consumption,NZR2.00431CER028
Food Processing & Consumption,NZR2.00431CER074
Food Processing & Consumption,NZR2.00431HK001
Buildings & Structures,NZR2.00431STN002
Buildings & Structures,NZR2.00431STN003
Food Processing & Consumption,NZR2.00432CER024
Food Processing & Consumption,NZR2.00433CER035
Food Processing & Consumption,NZR2.00433CER065
Food Processing & Consumption,NZR2.00433CER152
Food Processing & Consumption,NZR2.00433CER154
Food Processing & Consumption,NZR2.00433CER171
Food Processing & Consumption,NZR2.00433CER183
Food Processing & Consumption,NZR2.00433CER286
Food Processing & Consumption,NZR2.00433CER295
Food Processing & Consumption,NZR2.00433CER298
Craft & Industry,NZR2.00433CER325
Food Processing & Consumption,NZR2.00433CER328
Craft & Industry,NZR2.00433FAU005-gw
Craft & Industry,NZR2.00433FAU007-gw
Craft & Industry,NZR2.00433FAU012-gw
Craft & Industry,NZR2.00433FAU013-gw
Craft & Industry,NZR2.00433FAU015-gw
Food Processing & Consumption,NZR2.00433FAU022
Food Processing & Consumption,NZR2.00433GLS038
Food Processing & Consumption,NZR2.00433HK001
Craft & Industry,NZR2.00433HT001
Craft & Industry,NZR2.00433HT002
Personal Artefacts & Clothing,NZR2.00433LEE001
Personal Artefacts & Clothing,NZR2.00433LEE003
Personal Artefacts & Clothing,NZR2.00433LEE010
Food Processing & Consumption,NZR2.00433MTL002
Personal Artefacts & Clothing,NZR2.00433MTL007
Personal Artefacts & Clothing,NZR2.00433MTL009
Distribution & Transport,NZR2.00433MTL013
Distribution & Transport,NZR2.00433MTL018
Craft & Industry,NZR2.00433STN004
Buildings & Structures,NZR2.00433STN005
Interiors & Accessories,NZR2.00433TW001
Interiors & Accessories,NZR2.00433TW002
Interiors & Accessories,NZR2.00433TW003
Interiors & Accessories,NZR2.00433TW004
Interiors & Accessories,NZR2.00433TW005
Craft & Industry,NZR2.00433TXT003
Food Processing & Consumption,NZR2.00434CER001
Food Processing & Consumption,NZR2.00434CER002
Food Processing & Consumption,NZR2.00436CER013
Food Processing & Consumption,NZR2.00436CER017
Interiors & Accessories,NZR2.00436TW001
Interiors & Accessories,NZR2.00436TW002
Interiors & Accessories,NZR2.00436TW003
Food Processing & Consumption,NZR2.00437HK001
Food Processing & Consumption,NZR2.00438CER012
Food Processing & Consumption,NZR2.00438CER066
Food Processing & Consumption,NZR2.00438CER076
Food Processing & Consumption,NZR2.00438GLS008
Food Processing & Consumption,NZR2.00438GLS009
Food Processing & Consumption,NZR2.00438GLS010
Personal Artefacts & Clothing,NZR2.00438LEE010
Food Processing & Consumption,NZR2.00438MTL002
Distribution & Transport,NZR2.00438MTL003
Distribution & Transport,NZR2.00438MTL004
Food Processing & Consumption,NZR2.00439CER004
Food Processing & Consumption,NZR2.00439CER026
Food Processing & Consumption,NZR2.00439CER045
Food Processing & Consumption,NZR2.00439CER051
Food Processing & Consumption,NZR2.00439CER064
Food Processing & Consumption,NZR2.00439CER071
Food Processing & Consumption,NZR2.00439CER072
Food Processing & Consumption,NZR2.00439CER075
Craft & Industry,NZR2.00439CER098
Food Processing & Consumption,NZR2.00439CER100
Food Processing & Consumption,NZR2.00439CER113
Food Processing & Consumption,NZR2.00439CER132
Craft & Industry,NZR2.00439FAU003-gw
Craft & Industry,NZR2.00439FAU005-gw
Personal Artefacts & Clothing,NZR2.00439LEE001
Personal Artefacts & Clothing,NZR2.00439LEE002
Personal Artefacts & Clothing,NZR2.00439LEE010
Personal Artefacts & Clothing,NZR2.00439LEE022
Buildings & Structures,NZR2.00439STN004
Interiors & Accessories,NZR2.00439TW001
Food Processing & Consumption,NZR2.00440CER015
Food Processing & Consumption,NZR2.00440CER023
Food Processing & Consumption,NZR2.00440CER024
Food Processing & Consumption,NZR2.00440CER035
Food Processing & Consumption,NZR2.00440CER037
Food Processing & Consumption,NZR2.00440CER038
Food Processing & Consumption,NZR2.00440CER054
Food Processing & Consumption,NZR2.00440CER056
Personal Artefacts & Clothing,NZR2.00440MTL005
Distribution & Transport,NZR2.00440MTL006
Personal Artefacts & Clothing,NZR2.00441---001
Food Processing & Consumption,NZR2.00441CER040
Food Processing & Consumption,NZR2.00441CER068
Food Processing & Consumption,NZR2.00441CER086
Food Processing & Consumption,NZR2.00441CER087
Food Processing & Consumption,NZR2.00441CER097
Food Processing & Consumption,NZR2.00441CER116
Food Processing & Consumption,NZR2.00441CER153
Food Processing & Consumption,NZR2.00441CER160
Food Processing & Consumption,NZR2.00441CER224
Food Processing & Consumption,NZR2.00441CER228
Food Processing & Consumption,NZR2.00441CER232
Food Processing & Consumption,NZR2.00441CER242
Food Processing & Consumption,NZR2.00441CER245
Craft & Industry,NZR2.00441FAU004-gw
Craft & Industry,NZR2.00441FAU005-gw
Craft & Industry,NZR2.00441FAU007-gw
Craft & Industry,NZR2.00441FAU015-gw
Food Processing & Consumption,NZR2.00441HK001
Food Processing & Consumption,NZR2.00441HT002
Food Processing & Consumption,NZR2.00441HT004
Personal Artefacts & Clothing,NZR2.00441LEE001
Personal Artefacts & Clothing,NZR2.00441LEE003
Personal Artefacts & Clothing,NZR2.00441LEE004
Personal Artefacts & Clothing,NZR2.00441LEE016
Food Processing & Consumption,NZR2.00441MTL002
Distribution & Transport,NZR2.00441MTL005
Communication & Exchange,NZR2.00441MTL011
Distribution & Transport,NZR2.00441MTL013
Food Processing & Consumption,NZR2.00442CER049
Food Processing & Consumption,NZR2.00442CER051
Food Processing & Consumption,NZR2.00442CER113
Food Processing & Consumption,NZR2.00442CER114
Craft & Industry,NZR2.00442CER119
Craft & Industry,NZR2.00442FAU004-gw
Craft & Industry,NZR2.00442FAU005-gw
Distribution & Transport,NZR2.00442MTL003
Food Processing & Consumption,NZR2.00443CER028
Food Processing & Consumption,NZR2.00443CER033
Distribution & Transport,NZR2.00444MTL006
Food Processing & Consumption,NZR2.00445CER011
Food Processing & Consumption,NZR2.00445CER044
Food Processing & Consumption,NZR2.00445CER045
Food Processing & Consumption,NZR2.00445CER046
Food Processing & Consumption,NZR2.00445CER092
Food Processing & Consumption,NZR2.00445CER121
Food Processing & Consumption,NZR2.00445CER137
Food Processing & Consumption,NZR2.00445CER140
Food Processing & Consumption,NZR2.00445CER142
Craft & Industry,NZR2.00445FAU001-gw
Craft & Industry,NZR2.00445FAU003-gw
Interiors & Accessories,NZR2.00445GLS028
Food Processing & Consumption,NZR2.00445HK001
Personal Artefacts & Clothing,NZR2.00445LEE003
Interiors & Accessories,NZR2.00446TW001
Food Processing & Consumption,NZR2.00447CER004
Food Processing & Consumption,NZR2.00447CER015
Food Processing & Consumption,NZR2.00447MTL001
Food Processing & Consumption,NZR2.00448CER015
Food Processing & Consumption,NZR2.00448CER062
Food Processing & Consumption,NZR2.00448CER072
Food Processing & Consumption,NZR2.00448CER082
Food Processing & Consumption,NZR2.00448CER085
Food Processing & Consumption,NZR2.00448CER086
Food Processing & Consumption,NZR2.00448CER186
Food Processing & Consumption,NZR2.00448CER187
Food Processing & Consumption,NZR2.00448CER192
Food Processing & Consumption,NZR2.00448CER193
Food Processing & Consumption,NZR2.00448CER196
Food Processing & Consumption,NZR2.00448CER198
Craft & Industry,NZR2.00448FAU003-gw
Craft & Industry,NZR2.00448FAU005-gw
Craft & Industry,NZR2.00448FAU006-gw
Craft & Industry,NZR2.00448FAU007-gw
Food Processing & Consumption,NZR2.00448GLS046
Food Processing & Consumption,NZR2.00448HK001
Personal Artefacts & Clothing,NZR2.00448LEE002
Personal Artefacts & Clothing,NZR2.00448LEE013
Personal Artefacts & Clothing,NZR2.00448LEE018
Personal Artefacts & Clothing,NZR2.00448LEE035
Distribution & Transport,NZR2.00448MTL004
Distribution & Transport,NZR2.00448MTL005
Personal Artefacts & Clothing,NZR2.00448TXT002
Distribution & Transport,NZR2.00448TXT006
Food Processing & Consumption,NZR2.00449CER006
Food Processing & Consumption,NZR2.00449CER009
Food Processing & Consumption,NZR2.00450CER011
Personal Artefacts & Clothing,NZR2.00450MTL001
Food Processing & Consumption,NZR2.00451CER096
Food Processing & Consumption,NZR2.00451CER097
Food Processing & Consumption,NZR2.00451CER192
Food Processing & Consumption,NZR2.00451CER194
Food Processing & Consumption,NZR2.00451CER266
Food Processing & Consumption,NZR2.00451CER267
Food Processing & Consumption,NZR2.00451CER268
Food Processing & Consumption,NZR2.00451CER271
Food Processing & Consumption,NZR2.00451CER272
Food Processing & Consumption,NZR2.00451CER273
Food Processing & Consumption,NZR2.00451CER279
Food Processing & Consumption,NZR2.00451CER281
Food Processing & Consumption,NZR2.00451CER284
Food Processing & Consumption,NZR2.00451CER285
Food Processing & Consumption,NZR2.00451CER288
Food Processing & Consumption,NZR2.00451CER290
Craft & Industry,NZR2.00451FAU002-gw
